"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-05-26",,,,,,,,,"1.8",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","15.6",",,7","17.8",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-05-27",,,,,,,,,"0.8",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"22.2",",,7","8.9",",,7","11.7",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-05-28",,,,,,,,,"4.8",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"25.0",",,7","11.7",",,7","17.2",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-05-29",,,,,,,,,"3.8",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.2",",,7","13.3",",,7","14.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-05-30",,,,,,,,,"0.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"22.8",",,7","13.9",",,7","15.6",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-05-31",,,,,,,,,"11.4",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"21.7",",,7","11.1",",,7","12.8",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-01",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.8",",,7","12.8",",,7","18.3",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,"    1",",,7",,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-02",,,,,,,,,"35.3",",,7,0730","0.0","T,,7,0730","0.0",",,7,0730",,,"25.0",",,7","13.9",",,7","13.9",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-03",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"21.7",",,7","5.0",",,7","7.2",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-04",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"20.0",",,7","6.7",",,7","8.9",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-05",,,,,,,,,"3.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"22.8",",,7","8.9",",,7","17.2",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-06",,,,,,,,,"2.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.8",",,7","14.4",",,7","14.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-07",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"23.9",",,7","10.6",",,7","13.9",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-08",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.2",",,7","10.0",",,7","15.0",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-09",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.3",",,7","15.0",",,7","18.3",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-10",,,,,,,,,"34.3",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"23.9",",,7","18.3",",,7","18.9",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,"    1",",,7"
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-11",,,,,,,,,"5.1",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"21.7",",,7","6.7",",,7","9.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-12",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"25.6",",,7","8.9",",,7","12.2",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-13",,,,,,,,,"23.9",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"25.6",",,7","12.2",",,7","12.8",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-14",,,,,,,,,"3.6",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"17.2",",,7","7.8",",,7","9.4",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-15",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"23.3",",,7","9.4",",,7","16.7",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-16",,,,,,,,,"0.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"21.1",",,7","13.9",",,7","13.9",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-17",,,,,,,,,"14.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"17.8",",,7","13.3",",,7","13.3",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-18",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"21.7",",,7","12.8",",,7","14.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-19",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.7",",,7","13.9",",,7","16.1",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-20",,,,,,,,,"0.8",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.3",",,7","16.1",",,7","17.2",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-21",,,,,,,,,"16.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"17.8",",,7","10.6",",,7","13.9",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-22",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"25.6",",,7","9.4",",,7","12.2",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-23",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.7",",,7","8.9",",,7","11.1",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-24",,,,,,,,,"1.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.8",",,7","11.1",",,7","20.0",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-25",,,,,,,,,"1.3",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.7",",,7","16.1",",,7","17.2",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-26",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.3",",,7","17.2",",,7","18.9",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-27",,,,,,,,,"0.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.0",",,7","17.2",",,7","18.3",",,7,0730",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-28",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"31.1",",,7","17.2",",,7","19.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-29",,,,,,,,,"0.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"32.2",",,7","19.4",",,7","23.3",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-06-30",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"31.1",",,7","17.2",",,7","21.1",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-01",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.9",",,7","15.0",",,7","17.2",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-02",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"32.8",",,7","17.2",",,7","22.8",",,7,0730",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-03",,,,,,,,,"2.8",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"32.8",",,7","20.6",",,7","21.7",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-04",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.6",",,7","17.8",",,7","20.0",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-05",,,,,,,,,"12.4",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"31.7",",,7","20.0",",,7","21.1",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-06",,,,,,,,,"2.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"33.3",",,7","21.1",",,7","22.8",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-07",,,,,,,,,"10.4",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"31.1",",,7","17.8",",,7","18.3",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-08",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.3",",,7","12.8",",,7","14.4",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-09",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.8",",,7","12.2",",,7","13.3",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-10",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","13.3",",,7","16.1",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-11",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"32.8",",,7","16.1",",,7","21.7",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-12",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.9",",,7","12.8",",,7","14.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-13",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.7",",,7","14.4",",,7","16.1",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-14",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"31.7",",,7","16.1",",,7","17.2",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-15",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.9",",,7","13.9",",,7","16.1",",,7,0730",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-16",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"33.9",",,7","16.1",",,7","21.7",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-17",,,,,,,,,"103.6",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","21.7",",,7","22.2",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-18",,,,,,,,,"0.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"31.1",",,7","17.8",",,7","18.9",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-19",,,,,,,,,"1.3",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.6",",,7","18.9",",,7","25.0",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,"    1",",,7"
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-20",,,,,,,,,"15.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"32.8",",,7","22.2",",,7","23.9",",,7,0730",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,"    1",",,7"
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-21",,,,,,,,,"2.8",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"34.4",",,7","20.6",",,7","21.1",",,7,0730",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-22",,,,,,,,,"5.8",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.9",",,7","16.7",",,7","17.2",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-23",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"23.9",",,7","11.7",",,7","13.9",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,"    1",",,7"
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-24",,,,,,,,,"1.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.1",",,7","12.2",",,7","14.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-25",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"25.6",",,7","13.3",",,7","15.6",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-26",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.8",",,7","15.0",",,7","15.6",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-27",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","15.6",",,7","17.8",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-28",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","17.8",",,7","21.1",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-29",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"31.1",",,7","19.4",",,7","20.6",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-30",,,,,,,,,"8.4",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.6",",,7","18.9",",,7","19.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-07-31",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","16.7",",,7","17.2",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-01",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.7",",,7","12.8",",,7","14.4",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-02",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.7",",,7","10.6",",,7","11.7",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-03",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.8",",,7","11.7",",,7","12.8",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-04",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","12.8",",,7","17.2",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-05",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.6",",,7","16.7",",,7","17.8",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-06",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.6",",,7","17.8",",,7","20.0",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-07",,,,,,,,,"4.1",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.1",",,7","17.8",",,7","18.3",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-08",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.9",",,7","17.2",",,7","19.4",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-09",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.8",",,7","12.8",",,7","13.9",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-10",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"26.7",",,7","12.2",",,7","12.8",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-11",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.2",",,7","12.8",",,7","13.9",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-12",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","13.9",",,7","20.0",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-13",,,,,,,,,"0.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.6",",,7","20.0",",,7","21.1",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-14",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","13.9",",,7","16.1",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-15",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","16.1",",,7","17.8",",,7,0730",,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-16",,,,,,,,,"0.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"28.3",",,7","16.1",",,7","16.7",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-17",,,,,,,,,"2.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"27.8",",,7","16.7",",,7","18.3",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-18",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","18.3",",,7","19.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-19",,,,,,,,,"11.4",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"29.4",",,7","17.8",",,7","19.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-20",,,,,,,,,"0.0",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.0",",,7","18.9",",,7","19.4",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,"    1",",,7",,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-21",,,,,,,,,"0.5",",,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.6",",,7","19.4",",,7","20.0",",,7,0730",,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,
"USC00200228","ANN ARBOR SE, MI US","42.2416","-83.6933","253.6","2019-08-22",,,,,,,,,"0.0","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730",,,"30.6",",,7","17.8",",,7","17.8",",,7,0730",,,,,,,,,,,,,,,,,,,,,,,,,,,,
